Community,Task,Field,Value
FE_I02-0044 - Wylder Duplex ( 0044 ),ID Property,Due On,2022-11-09
FE_I02-0044 - Wylder Duplex ( 0044 ),ID Property,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),ID Property,CIP-Team,"Architecture, Land Acq"
FE_I02-0044 - Wylder Duplex ( 0044 ),ID Property,CIP-Line ID,P1000.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Submit for Model Permit,Assignee,1199128502925200
FE_I02-0044 - Wylder Duplex ( 0044 ),Submit for Model Permit,Due On,2022-12-26
FE_I02-0044 - Wylder Duplex ( 0044 ),Submit for Model Permit,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Submit for Model Permit,CIP-Team,Construction
FE_I02-0044 - Wylder Duplex ( 0044 ),Submit for Model Permit,CIP-Line ID,P1066.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Plan Approval,Assignee,1202453112366854
FE_I02-0044 - Wylder Duplex ( 0044 ),Plan Approval,Due On,2023-01-02
FE_I02-0044 - Wylder Duplex ( 0044 ),Plan Approval,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Plan Approval,CIP-Team,Architecture
FE_I02-0044 - Wylder Duplex ( 0044 ),Plan Approval,CIP-Line ID,P1010.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Begin Bid Process,Assignee,1202584680648809
FE_I02-0044 - Wylder Duplex ( 0044 ),Begin Bid Process,Due On,2023-01-09
FE_I02-0044 - Wylder Duplex ( 0044 ),Begin Bid Process,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Begin Bid Process,CIP-Team,Purchasing
FE_I02-0044 - Wylder Duplex ( 0044 ),Begin Bid Process,CIP-Line ID,P1011.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Contract Signed,Assignee,1202483398164627
FE_I02-0044 - Wylder Duplex ( 0044 ),Contract Signed,Due On,2023-01-16
FE_I02-0044 - Wylder Duplex ( 0044 ),Contract Signed,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Contract Signed,CIP-Team,Legal
FE_I02-0044 - Wylder Duplex ( 0044 ),Contract Signed,CIP-Line ID,P1083.C
FE_I02-0044 - Wylder Duplex ( 0044 ),LD Start,Assignee,1199128502925200
FE_I02-0044 - Wylder Duplex ( 0044 ),LD Start,Due On,2023-01-30
FE_I02-0044 - Wylder Duplex ( 0044 ),LD Start,Start On,2023-01-23
FE_I02-0044 - Wylder Duplex ( 0044 ),LD Start,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),LD Start,CIP-Team,Land Dev
FE_I02-0044 - Wylder Duplex ( 0044 ),LD Start,CIP-Line ID,P1086.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Energize Site (Site Hot),Assignee,1199128502925200
FE_I02-0044 - Wylder Duplex ( 0044 ),Energize Site (Site Hot),Due On,2023-02-03
FE_I02-0044 - Wylder Duplex ( 0044 ),Energize Site (Site Hot),Start On,2023-01-31
FE_I02-0044 - Wylder Duplex ( 0044 ),Energize Site (Site Hot),CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Energize Site (Site Hot),CIP-Team,Land Dev
FE_I02-0044 - Wylder Duplex ( 0044 ),Energize Site (Site Hot),CIP-Line ID,P1019.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Model Start,Assignee,1199128502925200
FE_I02-0044 - Wylder Duplex ( 0044 ),Model Start,Due On,2023-02-06
FE_I02-0044 - Wylder Duplex ( 0044 ),Model Start,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Model Start,CIP-Team,Construction
FE_I02-0044 - Wylder Duplex ( 0044 ),Model Start,CIP-Line ID,P1030.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Open for Sale,Assignee,1202584680648809
FE_I02-0044 - Wylder Duplex ( 0044 ),Open for Sale,Due On,2023-02-13
FE_I02-0044 - Wylder Duplex ( 0044 ),Open for Sale,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Open for Sale,CIP-Team,Sales
FE_I02-0044 - Wylder Duplex ( 0044 ),Open for Sale,CIP-Line ID,P1029.C
FE_I02-0044 - Wylder Duplex ( 0044 ),First Lot Takedown/Open Escrow,Assignee,1202483398164627
FE_I02-0044 - Wylder Duplex ( 0044 ),First Lot Takedown/Open Escrow,Due On,2023-02-20
FE_I02-0044 - Wylder Duplex ( 0044 ),First Lot Takedown/Open Escrow,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),First Lot Takedown/Open Escrow,CIP-Team,Legal
FE_I02-0044 - Wylder Duplex ( 0044 ),First Lot Takedown/Open Escrow,CIP-Line ID,P1091.C
FE_I02-0044 - Wylder Duplex ( 0044 ),Start Production,Assignee,1199128502925200
FE_I02-0044 - Wylder Duplex ( 0044 ),Start Production,Due On,2023-02-27
FE_I02-0044 - Wylder Duplex ( 0044 ),Start Production,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),Start Production,CIP-Team,Construction
FE_I02-0044 - Wylder Duplex ( 0044 ),Start Production,CIP-Line ID,P1032.C
FE_I02-0044 - Wylder Duplex ( 0044 ),1st Production Foundation Start,Assignee,1202453112366854
FE_I02-0044 - Wylder Duplex ( 0044 ),1st Production Foundation Start,Due On,2023-03-06
FE_I02-0044 - Wylder Duplex ( 0044 ),1st Production Foundation Start,CIP-Milestone,*
FE_I02-0044 - Wylder Duplex ( 0044 ),1st Production Foundation Start,CIP-Team,Operations
FE_I02-0044 - Wylder Duplex ( 0044 ),1st Production Foundation Start,CIP-Line ID,P1103.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),ID Property,Assignee,1202483398164627
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),ID Property,Due On,2022-11-09
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),ID Property,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),ID Property,CIP-Team,"Architecture, Land Acq"
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),ID Property,CIP-Line ID,P1000.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Submit for Model Permit,Assignee,1199128502925200
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Submit for Model Permit,Due On,2022-12-26
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Submit for Model Permit,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Submit for Model Permit,CIP-Team,Construction
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Submit for Model Permit,CIP-Line ID,P1066.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Plan Approval,Assignee,1202453112366854
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Plan Approval,Due On,2023-01-02
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Plan Approval,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Plan Approval,CIP-Team,Architecture
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Plan Approval,CIP-Line ID,P1010.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Begin Bid Process,Assignee,1202584680648809
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Begin Bid Process,Due On,2023-01-09
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Begin Bid Process,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Begin Bid Process,CIP-Team,Purchasing
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Begin Bid Process,CIP-Line ID,P1011.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Contract Signed,Assignee,1202483398164627
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Contract Signed,Due On,2023-01-16
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Contract Signed,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Contract Signed,CIP-Team,Legal
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Contract Signed,CIP-Line ID,P1083.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),LD Start,Assignee,1199128502925200
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),LD Start,Due On,2023-01-30
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),LD Start,Start On,2023-01-23
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),LD Start,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),LD Start,CIP-Team,Land Dev
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),LD Start,CIP-Line ID,P1086.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Energize Site (Site Hot),Assignee,1199128502925200
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Energize Site (Site Hot),Due On,2023-02-03
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Energize Site (Site Hot),Start On,2023-01-31
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Energize Site (Site Hot),CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Energize Site (Site Hot),CIP-Team,Land Dev
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Energize Site (Site Hot),CIP-Line ID,P1019.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Model Start,Assignee,1199128502925200
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Model Start,Due On,2023-02-06
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Model Start,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Model Start,CIP-Team,Construction
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Model Start,CIP-Line ID,P1030.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Open for Sale,Assignee,1202584680648809
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Open for Sale,Due On,2023-02-13
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Open for Sale,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Open for Sale,CIP-Team,Sales
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Open for Sale,CIP-Line ID,P1029.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),First Lot Takedown/Open Escrow,Assignee,1202483398164627
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),First Lot Takedown/Open Escrow,Due On,2023-02-20
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),First Lot Takedown/Open Escrow,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),First Lot Takedown/Open Escrow,CIP-Team,Legal
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),First Lot Takedown/Open Escrow,CIP-Line ID,P1091.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Start Production,Assignee,1199128502925200
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Start Production,Due On,2023-02-27
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Start Production,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Start Production,CIP-Team,Construction
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),Start Production,CIP-Line ID,P1032.C
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),1st Production Foundation Start,Assignee,1202453112366854
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),1st Production Foundation Start,Due On,2023-03-06
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),1st Production Foundation Start,CIP-Milestone,*
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),1st Production Foundation Start,CIP-Team,Operations
FE_I02-0045 - Wylder 40s on 50s ( 0045 ),1st Production Foundation Start,CIP-Line ID,P1103.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),ID Property,Assignee,1202483398164627
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),ID Property,Due On,2022-11-09
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),ID Property,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),ID Property,CIP-Team,"Architecture, Land Acq"
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),ID Property,CIP-Line ID,P1000.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Submit for Model Permit,Assignee,1199128502925200
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Submit for Model Permit,Due On,2022-12-26
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Submit for Model Permit,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Submit for Model Permit,CIP-Team,Construction
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Submit for Model Permit,CIP-Line ID,P1066.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Plan Approval,Assignee,1202453112366854
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Plan Approval,Due On,2023-01-02
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Plan Approval,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Plan Approval,CIP-Team,Architecture
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Plan Approval,CIP-Line ID,P1010.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Begin Bid Process,Assignee,1202584680648809
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Begin Bid Process,Due On,2023-01-09
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Begin Bid Process,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Begin Bid Process,CIP-Team,Purchasing
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Begin Bid Process,CIP-Line ID,P1011.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Contract Signed,Assignee,1202483398164627
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Contract Signed,Due On,2023-01-16
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Contract Signed,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Contract Signed,CIP-Team,Legal
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Contract Signed,CIP-Line ID,P1083.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),LD Start,Assignee,1199128502925200
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),LD Start,Due On,2023-01-30
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),LD Start,Start On,2023-01-23
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),LD Start,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),LD Start,CIP-Team,Land Dev
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),LD Start,CIP-Line ID,P1086.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Energize Site (Site Hot),Assignee,1199128502925200
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Energize Site (Site Hot),Due On,2023-02-03
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Energize Site (Site Hot),Start On,2023-01-31
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Energize Site (Site Hot),CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Energize Site (Site Hot),CIP-Team,Land Dev
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Energize Site (Site Hot),CIP-Line ID,P1019.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Model Start,Assignee,1199128502925200
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Model Start,Due On,2023-02-06
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Model Start,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Model Start,CIP-Team,Construction
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Model Start,CIP-Line ID,P1030.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Open for Sale,Assignee,1202584680648809
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Open for Sale,Due On,2023-02-13
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Open for Sale,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Open for Sale,CIP-Team,Sales
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Open for Sale,CIP-Line ID,P1029.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),First Lot Takedown/Open Escrow,Assignee,1202483398164627
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),First Lot Takedown/Open Escrow,Due On,2023-02-20
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),First Lot Takedown/Open Escrow,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),First Lot Takedown/Open Escrow,CIP-Team,Legal
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),First Lot Takedown/Open Escrow,CIP-Line ID,P1091.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Start Production,Assignee,1199128502925200
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Start Production,Due On,2023-02-27
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Start Production,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Start Production,CIP-Team,Construction
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),Start Production,CIP-Line ID,P1032.C
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),1st Production Foundation Start,Assignee,1202453112366854
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),1st Production Foundation Start,Due On,2023-03-06
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),1st Production Foundation Start,CIP-Milestone,*
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),1st Production Foundation Start,CIP-Team,Operations
FE_I02-0046 - Wylder 50s on 60s ( 0046 ),1st Production Foundation Start,CIP-Line ID,P1103.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),ID Property,Assignee,1202483398164627
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),ID Property,Due On,2022-11-09
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),ID Property,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),ID Property,CIP-Team,"Architecture, Land Acq"
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),ID Property,CIP-Line ID,P1000.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Submit for Model Permit,Assignee,1199128502925200
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Submit for Model Permit,Due On,2022-12-26
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Submit for Model Permit,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Submit for Model Permit,CIP-Team,Construction
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Submit for Model Permit,CIP-Line ID,P1066.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Plan Approval,Assignee,1202453112366854
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Plan Approval,Due On,2023-01-02
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Plan Approval,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Plan Approval,CIP-Team,Architecture
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Plan Approval,CIP-Line ID,P1010.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Begin Bid Process,Assignee,1202584680648809
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Begin Bid Process,Due On,2023-01-09
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Begin Bid Process,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Begin Bid Process,CIP-Team,Purchasing
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Begin Bid Process,CIP-Line ID,P1011.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Contract Signed,Assignee,1202483398164627
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Contract Signed,Due On,2023-01-16
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Contract Signed,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Contract Signed,CIP-Team,Legal
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Contract Signed,CIP-Line ID,P1083.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),LD Start,Assignee,1199128502925200
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),LD Start,Due On,2023-01-30
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),LD Start,Start On,2023-01-23
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),LD Start,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),LD Start,CIP-Team,Land Dev
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),LD Start,CIP-Line ID,P1086.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Energize Site (Site Hot),Assignee,1199128502925200
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Energize Site (Site Hot),Due On,2023-02-03
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Energize Site (Site Hot),Start On,2023-01-31
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Energize Site (Site Hot),CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Energize Site (Site Hot),CIP-Team,Land Dev
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Energize Site (Site Hot),CIP-Line ID,P1019.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Model Start,Assignee,1199128502925200
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Model Start,Due On,2023-02-06
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Model Start,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Model Start,CIP-Team,Construction
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Model Start,CIP-Line ID,P1030.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Open for Sale,Assignee,1202584680648809
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Open for Sale,Due On,2023-02-13
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Open for Sale,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Open for Sale,CIP-Team,Sales
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Open for Sale,CIP-Line ID,P1029.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),First Lot Takedown/Open Escrow,Assignee,1202483398164627
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),First Lot Takedown/Open Escrow,Due On,2023-02-20
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),First Lot Takedown/Open Escrow,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),First Lot Takedown/Open Escrow,CIP-Team,Legal
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),First Lot Takedown/Open Escrow,CIP-Line ID,P1091.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Start Production,Assignee,1199128502925200
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Start Production,Due On,2023-02-27
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Start Production,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Start Production,CIP-Team,Construction
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),Start Production,CIP-Line ID,P1032.C
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),1st Production Foundation Start,Assignee,1202453112366854
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),1st Production Foundation Start,Due On,2023-03-06
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),1st Production Foundation Start,CIP-Milestone,*
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),1st Production Foundation Start,CIP-Team,Operations
FE_I02-0016 - Aspire at Port St. Lucie Phase 2 ( 0016 ),1st Production Foundation Start,CIP-Line ID,P1103.C
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),ID Property,Assignee,1202483398164627
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),ID Property,Due On,2022-11-09
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),ID Property,CIP-Milestone,*
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),ID Property,CIP-Team,"Architecture, Land Acq"
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),ID Property,CIP-Line ID,P1000.C
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Submit for Model Permit,Assignee,1199128502925200
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Submit for Model Permit,Due On,2022-12-26
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Submit for Model Permit,CIP-Milestone,*
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Submit for Model Permit,CIP-Team,Construction
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Submit for Model Permit,CIP-Line ID,P1066.C
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Plan Approval,Assignee,1202453112366854
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Plan Approval,Due On,2023-01-02
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Plan Approval,CIP-Milestone,*
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Plan Approval,CIP-Team,Architecture
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Plan Approval,CIP-Line ID,P1010.C
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Begin Bid Process,Assignee,1202584680648809
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Begin Bid Process,Due On,2023-01-09
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Begin Bid Process,CIP-Milestone,*
FE_I02-0020 - Aspire at Victoria Parc For Sale ( 0020 ),Begin Bid Process,CIP-Team,Purchasing
